'Time [h]';'Power [W]'
0.0;0.0
0.16666666666666666;0.0
0.3333333333333333;0.0
0.5;0.0
0.6666666666666666;0.0
0.8333333333333334;0.0
1.0;0.0
1.1666666666666667;0.0
1.3333333333333333;0.0
1.5;0.0
1.6666666666666667;0.0
1.8333333333333333;0.0
2.0;0.0
2.1666666666666665;0.0
2.3333333333333335;0.0
2.5;0.0
2.6666666666666665;0.0
2.8333333333333335;0.0
3.0;0.0
3.1666666666666665;1.0339506172839497
3.3333333333333335;2.1568627450980404
3.5;3.3415032679738563
3.6666666666666665;4.560639070442991
3.8333333333333335;5.787037037037039
4.0;6.993464052287582
4.166666666666667;8.152687000726221
4.333333333333333;9.23747276688453
4.5;10.22058823529412
4.666666666666667;11.074800290486568
4.833333333333333;11.772875816993466
5.0;12.287581699346404
5.166666666666667;12.591684822076981
5.333333333333333;12.657952069716778
5.5;12.459150326797385
5.666666666666667;11.9680464778504
5.833333333333333;11.157407407407412
6.0;10.0
6.166666666666667;8.485939643347049
6.333333333333333;6.674735737916569
6.5;4.643246187363833
6.666666666666667;2.468328895344141
6.833333333333333;0.22684176551279145
7.0;0.0
7.166666666666667;0.0
7.333333333333333;0.0
7.5;0.0
7.666666666666667;0.0
7.833333333333333;0.0
8.0;0.0
8.166666666666666;0.0
8.333333333333334;0.0
8.5;0.0
8.666666666666666;0.0
8.833333333333334;0.0
9.0;0.0
9.166666666666666;4.861111111111092
9.333333333333334;10.595497458242578
9.5;17.06699346405229
9.666666666666666;24.13943355119823
9.833333333333334;31.676652142338444
10.0;39.54248366013072
10.166666666666666;47.60076252723309
10.333333333333334;55.71532316630358
10.5;63.749999999999986
10.666666666666666;71.56862745098036
10.833333333333334;79.03503994190271
11.0;86.01307189542482
11.166666666666666;92.36655773420478
11.333333333333334;97.95933188090052
11.5;102.65522875816991
11.666666666666666;106.31808278867102
11.833333333333334;108.8117283950617
12.0;110.0
12.166666666666666;109.79423868312757
12.333333333333334;108.2958121520213
12.5;105.65359477124184
12.666666666666666;102.0164609053498
12.833333333333334;97.53328491890582
13.0;92.35294117647058
13.166666666666666;86.6243040426047
13.333333333333334;80.49624788186878
13.5;74.11764705882352
13.666666666666666;67.63737593802956
13.833333333333334;61.20430888404742
14.0;54.9673202614379
14.166666666666666;49.07528443476158
14.333333333333334;43.677075768579
14.5;38.92156862745098
14.666666666666666;34.95763737593802
14.833333333333334;31.93415637860079
15.0;30.0
15.166666666666666;29.260973936899862
15.333333333333334;29.65060921487937
15.5;31.059368191721134
15.666666666666666;33.37771322520777
15.833333333333334;36.49610667312194
16.0;40.305010893246184
16.166666666666668;44.69488824336322
16.333333333333332;49.55620108125551
16.5;54.77941176470588
16.666666666666668;60.254982651496846
16.833333333333332;65.87337609941092
17.0;71.52505446623094
17.166666666666668;77.10048010973941
17.333333333333332;82.49011538771886
17.5;87.58442265795209
17.666666666666668;92.27386427822162
17.833333333333332;96.44890260631
18.0;100.0
18.166666666666668;102.84293552812073
18.333333333333332;104.99475510368755
18.5;106.49782135076252
18.666666666666668;107.39449689340758
18.833333333333332;107.72714435568467
19.0;107.53812636165578
19.166666666666668;106.86980553538287
19.333333333333332;105.76454450092794
19.5;104.26470588235293
19.666666666666668;102.41265230371981
19.833333333333332;100.25074638909064
20.0;97.82135076252723
20.166666666666668;95.16682804809165
20.333333333333332;92.32954086984591
20.5;89.35185185185185
20.666666666666668;86.27612361817154
20.833333333333332;83.14471879286695
21.0;80.0
21.166666666666668;76.87757201646089
21.333333333333332;73.78600823045271
21.5;70.72712418300654
21.666666666666668;67.70273541515368
21.833333333333332;64.71465746792546
22.0;61.764705882352935
22.166666666666668;58.85469619946742
22.333333333333332;55.986443960300186
22.5;53.16176470588235
22.666666666666668;50.3824739772452
22.833333333333332;47.65038731542001
23.0;44.967320261437905
23.166666666666668;42.33508835633016
23.333333333333332;39.75550714112807
23.5;37.23039215686274
23.666666666666668;34.761558944565465
23.833333333333332;32.350823045267504
