0.00	67.52
0.10	64.93
0.20	62.18
0.30	64.28
0.40	66.57
0.50	66.37
1.00	66.13
1.10	66.89
1.20	65.72
1.30	68.56
1.40	64.87
1.50	67.01
2.00	69.70
2.10	62.21
2.20	62.89
2.30	62.41
2.40	61.64
2.50	63.36
3.00	64.70
3.10	60.00
3.20	60.44
3.30	61.82
3.40	62.61
3.50	60.52
4.00	61.63
4.10	60.11
4.20	61.13
4.30	60.59
4.40	60.21
4.50	61.55
5.00	62.12
5.10	60.17
5.20	60.08
5.30	59.59
5.4	60.65
5.5	60.90
6.00	59.18
6.10	59.18
6.20	59.58
6.30	60.37
6.40	60.00
6.50	62.62
7.00	62.72
7.10	60.52
7.20	61.86
7.30	59.82
7.40	61.28
7.50	62.00
8.00	61.96
8.10	58.91
8.20	63.12
8.30	63.72
8.40	59.34
8.50	60.55
9.00	61.52
9.10	61.07
9.20	61.49
9.30	62.70
9.40	62.07
9.50	60.63
10.00	61.92
10.10	61.29
10.20	60.63
10.30	63.01
10.40	64.38
10.50	62.11
11.00	61.52
11.10	61.93
11.20	62.91
11.30	63.12
11.40	62.34
11.50	65.61
12.00	65.28
12.10	65.63
12.20	65.81
12.30	67.10
12.40	67.59
12.50	65.38
13.00	67.32
13.10	66.18
13.20	66.51
13.30	68.78
13.40	70.13
13.50	69.40
14.00	64.03
14.10	65.43
14.20	68.95
14.30	67.74
14.40	67.41
14.50	66.00
15.00	65.95
15.10	64.96
15.20	64.36
15.30	66.78
15.40	66.22
15.50	65.79
16.00	67.17
16.10	66.56
16.20	66.38
16.30	63.98
16.40	62.58
16.50	63.81
17.00	64.02
17.10	64.02
17.20	66.00
17.30	67.04
17.40	65.87
17.50	68.32
18.00	66.93
18.10	65.08
18.20	66.02
18.30	67.47
18.40	64.81
18.50	66.58
19.00	66.58
19.10	68.46
19.20	68.71
19.30	70.40
19.40	70.64
19.50	70.72
20.00	70.02
20.10	68.90
20.20	70.59
20.30	71.84
20.40	70.62
20.50	67.87
21.00	71.12
21.10	71.62
21.20	70.56
21.30	69.17
21.40	69.61
21.50	68.07
22.00	67.12
22.10	68.09
22.20	68.07
22.30	67.99
22.40	65.90
22.50	69.42
23.00	68.22
23.10	66.81
23.20	64.64
23.30	62.88
23.40	67.22
23.50	68.56
