0.00	87.86
0.10	87.92
0.20	85.39
0.30	85.71
0.40	81.17
0.50	71.89
1.00	68.74
1.10	62.97
1.20	58.55
1.30	55.90
1.40	51.42
1.50	49.44
2.00	46.45
2.10	45.53
2.20	44.62
2.30	39.41
2.40	35.78
2.50	35.97
3.00	35.48
3.10	33.56
3.20	27.70
3.30	28.13
3.40	26.49
3.50	24.56
4.00	21.85
4.10	19.40
4.20	18.17
4.30	17.63
4.40	17.99
4.50	16.53
5.00	14.75
5.10	14.22
5.20	11.14
5.30	9.49
5.40	9.00
5.50	11.85
6.00	12.53
6.10	15.16
6.20	19.44
6.30	15.77
6.40	15.11
6.50	20.96
7.00	22.08
7.10	25.61
7.20	28.09
7.30	28.64
7.40	30.32
7.50	30.87
8.00	32.87
8.10	34.42
8.20	33.12
8.30	34.11
8.40	33.96
8.50	35.08
9.00	35.89
9.10	37.42
9.20	42.54
9.30	45.22
9.40	45.36
9.50	43.71
10.00	39.89
10.10	37.64
10.20	38.56
10.30	41.05
10.40	40.34
10.50	40.41
11.00	43.94
11.10	45.78
11.20	51.01
11.30	50.39
11.40	48.51
11.50	46.82
12.00	48.93
12.10	40.02
12.20	40.20
12.30	37.43
12.40	39.50
12.50	44.46
13.00	36.82
13.10	37.43
13.20	37.49
13.30	42.32
13.40	38.53
13.50	35.47
14.00	38.42
14.10	46.10
14.20	43.91
14.30	40.09
14.40	43.75
14.50	40.74
15.00	41.07
15.10	38.72
15.20	42.20
15.30	40.60
15.40	41.82
15.50	40.52
16.00	41.48
16.10	42.11
16.20	38.86
16.30	33.89
16.40	34.62
16.50	38.62
17.00	36.08
17.10	34.72
17.20	40.40
17.30	38.57
17.40	38.31
17.50	39.43
18.00	42.18
18.10	44.96
18.20	51.50
18.30	59.85
18.40	61.76
18.50	62.80
19.00	68.11
19.10	68.42
19.20	71.90
19.30	79.55
19.40	81.72
19.50	86.99
20.00	86.49
20.10	93.38
20.20	97.57
20.30	108.29
20.40	108.55
20.50	110.37
21.00	111.00
21.10	106.72
21.20	105.94
21.30	105.64
21.40	117.66
21.50	111.44
22.00	108.46
22.10	106.45
22.20	109.70
22.30	101.29
22.40	99.54
22.50	102.24
23.00	100.81
23.10	94.78
23.20	93.10
23.30	93.53
23.40	93.78
23.50	90.71
