0.00	12.99
0.10	44.69
0.20	39.78
0.30	15.68
0.40	31.42
0.50	59.77
1.00	35.53
1.10	14.59
1.20	13.72
1.30	5.84
1.40	0.49
1.50	3.64
2.00	6.45
2.10	0.51
2.20	0.50
2.30	0.08
2.40	0.06
2.50	0.19
3.00	0.21
3.10	0.04
3.20	0.13
3.30	0.04
3.40	0.13
3.50	0.08
4.00	0.08
4.10	0.08
4.20	0.10
4.30	0.08
4.40	0.08
4.50	0.08
5.00	0.08
5.10	0.06
5.20	0.08
5.30	0.13
5.40	0.04
5.50	0.10
6.00	0.08
6.10	0.08
6.20	0.08
6.30	0.23
6.40	4.95
6.50	10.08
7.00	5.23
7.10	4.10
7.20	4.08
7.30	9.04
7.40	22.27
7.50	11.91
8.00	24.77
8.10	41.52
8.20	23.97
8.30	30.15
8.40	29.86
8.50	19.79
9.00	31.12
9.10	41.21
9.20	39.85
9.30	25.60
9.40	8.27
9.50	29.33
10.00	43.84
10.10	23.03
10.20	29.83
10.30	21.98
10.40	14.17
10.50	20.80
11.00	29.88
11.10	48.44
11.20	48.18
11.30	43.44
11.40	36.19
11.50	49.69
12.00	44.52
12.10	36.81
12.20	34.66
12.30	55.05
12.40	53.55
12.50	39.36
13.00	35.01
13.10	54.35
13.20	48.03
13.30	59.51
13.40	59.97
13.50	102.22
14.00	124.84
14.10	136.11
14.20	148.00
14.30	188.05
14.40	216.55
14.50	228.00
15.00	192.69
15.10	162.67
15.20	209.73
15.30	197.03
15.40	121.01
15.50	104.82
16.00	98.35
16.10	76.25
16.20	72.95
16.30	90.07
16.40	59.53
16.50	50.89
17.00	32.99
17.10	25.44
17.20	53.80
17.30	48.74
17.40	30.69
17.50	39.65
18.00	25.64
18.10	24.25
18.20	10.58
18.30	21.54
18.40	24.00
18.50	22.60
19.00	32.39
19.10	20.47
19.20	21.34
19.30	30.76
19.40	37.74
19.50	45.37
20.00	54.80
20.10	52.82
20.20	58.54
20.30	60.30
20.40	83.90
20.50	96.74
21.00	105.94
21.10	104.02
21.20	116.85
21.30	136.53
21.40	168.31
21.50	143.85
22.00	143.66
22.10	95.91
22.20	75.65
22.30	101.28
22.40	92.32
22.50	70.52
23.00	58.19
23.10	55.02
23.20	53.09
23.30	45.34
23.40	58.16
23.50	44.28
