0.00	203
0.10	197
0.20	163
0.30	140
0.40	144
0.50	113
1.00	111
1.10	102
1.20	105
1.30	79
1.40	90
1.50	74
2.00	85
2.10	76
2.20	84
2.30	93
2.40	89
2.50	92
3.00	75
3.10	65
3.20	70
3.30	73
3.40	62
3.50	58
4.00	61
4.10	64
4.20	54
4.30	62
4.40	53
4.50	59
5.00	60
5.10	51
5.20	64
5.30	92
5.40	72
5.50	116
6.00	125
6.10	124
6.20	121
6.30	127
6.40	148
6.50	150
7.00	190
7.10	222
7.20	246
7.30	269
7.40	239
7.50	280
8.00	299
8.10	362
8.20	367
8.30	381
8.40	380
8.50	386
9.00	361
9.10	337
9.20	335
9.30	307
9.40	289
9.50	272
10.00	260
10.10	233
10.20	226
10.30	220
10.40	201
10.50	223
11.00	211
11.10	216
11.20	227
11.30	199
11.40	197
11.50	183
12.00	206
12.10	232
12.20	207
12.30	201
12.40	193
12.50	195
13.00	191
13.10	178
13.20	179
13.30	186
13.40	178
13.50	180
14.00	151
14.10	155
14.20	147
14.30	139
14.40	156
14.50	149
15.00	149
15.10	124
15.20	128
15.30	129
15.40	146
15.50	137
16.00	146
16.10	155
16.20	153
16.30	166
16.40	148
16.50	161
17.00	181
17.10	173
17.20	170
17.30	182
17.40	169
17.50	248
18.00	240
18.10	211
18.20	225
18.30	218
18.40	241
18.50	236
19.00	245
19.10	249
19.20	255
19.30	250
19.40	255
19.50	280
20.00	284
20.10	337
20.20	352
20.30	333
20.40	337
20.50	320
21.00	322
21.10	312
21.20	315
21.30	303
21.40	302
21.50	285
22.00	262
22.10	273
22.20	267
22.30	274
22.40	262
22.50	242
23.00	240
23.10	223
23.20	252
23.30	233
23.40	219
23.50	228
