0.00	1.92
0.10	1.08
0.20	1.07
0.30	0.71
0.40	0.66
0.50	0.51
1.00	0.46
1.10	0.35
1.20	0.19
1.30	0.00
1.40	0.43
1.50	0.12
2.00	0.00
2.10	0.00
2.20	0.01
2.30	0.00
2.40	0.00
2.50	0.00
3.00	0.00
3.10	0.69
3.20	1.84
3.30	0.43
3.40	0.68
3.50	1.04
4.00	0.16
4.10	0.16
4.20	0.15
4.30	0.15
4.40	0.13
4.50	0.12
5.00	0.11
5.10	1.09
5.20	0.79
5.30	1.20
5.40	3.26
5.50	4.04
6.00	3.77
6.10	4.99
6.20	4.08
6.30	2.71
6.40	1.97
6.50	5.37
7.00	5.72
7.10	8.12
7.20	12.77
7.30	29.45
7.40	35.41
7.50	37.50
8.00	45.45
8.10	51.74
8.20	67.05
8.30	67.33
8.40	63.34
8.50	67.96
9.00	80.88
9.10	76.41
9.20	84.58
9.30	91.88
9.40	82.35
9.50	87.75
10.00	82.52
10.10	77.50
10.20	78.30
10.30	77.08
10.40	68.23
10.50	63.23
11.00	61.84
11.10	60.87
11.20	62.26
11.30	56.47
11.40	58.22
11.50	51.33
12.00	47.05
12.10	57.83
12.20	56.89
12.30	45.72
12.40	56.88
12.50	45.67
13.00	42.88
13.10	34.09
13.20	35.55
13.30	43.15
13.40	43.34
13.50	29.15
14.00	27.83
14.10	28.26
14.20	29.58
14.30	33.97
14.40	47.84
14.50	46.21
15.00	39.33
15.10	41.74
15.20	44.10
15.30	38.13
15.40	33.17
15.50	26.21
16.00	36.55
16.10	34.43
16.20	32.54
16.30	30.30
16.40	28.47
16.50	29.10
17.00	25.35
17.10	28.89
17.20	29.75
17.30	36.01
17.40	31.14
17.50	29.78
18.00	40.49
18.10	29.67
18.20	27.77
18.30	31.88
18.40	33.94
18.50	22.74
19.00	27.98
19.10	24.70
19.20	31.19
19.30	30.16
19.40	37.85
19.50	28.87
20.00	30.38
20.10	25.44
20.20	20.78
20.30	22.20
20.40	24.08
20.50	22.32
21.00	27.41
21.10	22.70
21.20	25.93
21.30	21.75
21.40	20.15
21.50	24.40
22.00	20.15
22.10	20.77
22.20	15.27
22.30	15.04
22.40	10.17
22.50	9.65
23.00	12.58
23.10	12.84
23.20	9.20
23.30	5.74
23.40	3.40
23.50	3.88
