10	16	22	28	35	43	52
320	550	700	850	920	980	1100
70	90	110	130	150	170	200
75	75	75	75	75	75	75
130	170	240	309	406	530	640
140	180	250	320	420	550	660
150	160	190	240	270	325	375
220	240	270	300	350	390	420
120	150	190	280	370	420	450
450	550	900	1300	1500	1800	2600
175	175	175	175	175	175	175
30	40	60	80	110	160	220
65	85	119	170	227	255	283
135	135	135	135	135	135	135
132	132	132	132	132	132	132
44	44	44	44	44	44	44
0	0	0	0	0	0	0
