0.00	4.66
0.10	4.80
0.20	1.61
0.30	1.16
0.40	0.68
0.50	2.66
1.00	5.97
1.10	4.15
1.20	0.28
1.30	0.96
1.40	5.38
1.50	5.50
2.00	0.67
2.10	0.76
2.20	0.67
2.30	1.21
2.40	0.12
2.50	0.00
3.00	0.00
3.10	0.00
3.20	0.00
3.30	0.00
3.40	0.00
3.50	0.00
4.00	0.00
4.10	0.00
4.20	0.00
4.30	0.00
4.40	0.00
4.50	0.00
5.00	0.00
5.10	0.00
5.20	0.48
5.30	2.69
5.40	2.87
5.50	3.34
6.00	1.31
6.10	0.20
6.20	1.25
6.30	5.12
6.40	5.16
6.50	5.48
7.00	3.67
7.10	3.07
7.20	4.25
7.30	3.74
7.40	3.98
7.50	13.60
8.00	7.42
8.10	20.66
8.20	32.78
8.30	48.56
8.40	64.53
8.50	65.04
9.00	59.46
9.10	56.64
9.20	74.34
9.30	86.91
9.40	85.82
9.50	77.85
10.00	80.60
10.10	78.88
10.20	76.18
10.30	76.47
10.40	78.29
10.50	85.14
11.00	78.05
11.10	80.78
11.20	91.13
11.30	93.87
11.40	94.60
11.50	82.69
12.00	83.23
12.10	70.59
12.20	72.94
12.30	75.04
12.40	61.65
12.50	56.56
13.00	56.35
13.10	51.24
13.20	46.31
13.30	62.57
13.40	49.76
13.50	34.65
14.00	37.87
14.10	48.08
14.20	51.36
14.30	41.39
14.40	22.77
14.50	42.17
15.00	48.89
15.10	48.46
15.20	55.22
15.30	57.57
15.40	52.29
15.50	45.07
16.00	47.77
16.10	45.55
16.20	46.00
16.30	40.47
16.40	29.56
16.50	25.59
17.00	22.81
17.10	21.34
17.20	26.25
17.30	35.30
17.40	41.78
17.50	45.43
18.00	47.51
18.10	54.86
18.20	56.01
18.30	38.79
18.40	37.81
18.50	39.00
19.00	39.57
19.10	43.75
19.20	37.20
19.30	47.13
19.40	42.61
19.50	42.87
20.00	30.26
20.10	26.17
20.20	14.17
20.30	25.67
20.40	23.79
20.50	23.80
21.00	17.95
21.10	18.39
21.20	20.79
21.30	15.08
21.40	14.35
21.50	20.09
22.00	23.44
22.10	16.76
22.20	19.79
22.30	17.54
22.40	10.57
22.50	9.98
23.00	9.96
23.10	7.55
23.20	5.16
23.30	3.57
23.40	4.83
23.50	1.69
